Title,Topic,Post type,URL
opendatatoronto • Access data from the City of Toronto Open Data Portal in R.,visualisation,package,https://github.com/sharlagelfand/opendatatoronto
data.validator • validate your data and create nice reports straight from R,visualisation,package,https://github.com/appsilon/data.validator
"Tidy data for efficiency, reproducibility, and collaboration",publishing,article,https://www.openscapes.org/blog/2020/10/12/tidy-data/
How to deal with OAuth2.0 in R packages? - R-hub blog,visualisation,article,https://blog.r-hub.io/2021/01/25/oauth-2.0/
"ggshadow • A collection of geoms for R's 'ggplot2' library. geom_shadowpath(), geom_shadowline(), geom_shadowstep() and geom_shadowpoint() functions draw a shadow below lines to make busy plots more aesthetically pleasing. geom_glowpath(), geom_glowline(), geom_glowstep() and geom_glowpoint() add a neon glow around lines to get a steampunk style.",visualisation,package,https://github.com/marcmenem/ggshadow
Supervised latent Dirichlet allocation with covariates: A Bayesian structural and measurement model of text and covariates | Kenneth Tyler Wilcox,statistics,article,https://ktylerwilcox.netlify.app/publication/wilcox2021b/
retweet_bot • R code to build a simple bot to retweet specific topics or tags (and log metrics to InfluxDB),visualisation,package,https://github.com/mikemahoney218/retweet_bot
Running an R Script on a Schedule: Azure Functions (Serverless),big-data,article,https://blog.rmhogervorst.nl/blog/2021/01/22/running-an-r-script-on-a-schedule-azure-functions-serverless/
awesome-shiny-extensions • 🐝 Awesome R packages that offer extended UI or server components for the R web framework Shiny,shiny,package,https://github.com/nanxstats/awesome-shiny-extensions
How to Add a Regression Line to a ggplot?,visualisation,article,https://thomasadventure.blog/posts/ggplot-regression-line/
hftokenizers • Hugging face tokenizers for R using extendr,text-analysis,package,https://github.com/mlverse/hftokenizers
Piping dbplyr into custom SQL · home,visualisation,article,http://johncassil.com/posts/piping-dbplyr-into-custom-sql/
Printing xaringan slides with chromote · Garrick Aden‑Buie,publishing,article,https://www.garrickadenbuie.com/blog/print-xaringan-chromote/
Peaufiner ses tutoriels R avec learnr et gradethis (2/2) - Icem7,visualisation,article,https://www.icem7.fr/r/peaufiner-ses-tutoriels-r-avec-learnr-et-gradethis-2-2/
Guess the Correlation,visualisation,article,http://guessthecorrelation.com/
aRtist :: Georgios Karamanis — photography and data visualization,visualisation,article,https://karaman.is/artist/
covidcast package for COVID-19-related data | Statistical Odds & Ends,statistics,article,https://statisticaloddsandends.wordpress.com/2021/01/21/covidcast-package-for-covid-19-related-data/
Joining the RStudio Tidyverse Instructor community | English site,models,article,https://mariadermit.netlify.app/2021-01-20-rstudio-instructor-certification-tidyverse/
"Scraping, Analysing, and Visualising lyrics in R – Tom MacNamara",visualisation,article,https://statnamara.wordpress.com/2021/01/26/scraping-analysing-and-visualising-lyrics-in-r/
inauguration • A color palette inspired by the 2021 inauguration,visualisation,package,https://github.com/ciannabp/inauguration
How to Handle Missing Data in R with simputation,visualisation,article,https://www.business-science.io/code-tools/2021/01/19/handle-missing-data.html
raincloudplots • The easy way to create raincloud plots,visualisation,package,https://github.com/jorvlan/raincloudplots
SwiftR — Using R from Swift,visualisation,article,https://rud.is/books/swiftr/
Getting started with Shiny Dashboard,shiny,article,https://rstudio.github.io/shinydashboard/get_started.html
mifa - Multiple Imputation for Exploratory Factor Analysis • mifa,visualisation,article,https://teebusch.github.io/mifa/
Effect sizes for experimental trials analyzed with multilevel growth models: One of two | A. Solomon Kurz,statistics,article,https://solomonkurz.netlify.app/post/2021-01-26-effect-sizes-for-experimental-trials-analyzed-with-multilevel-growth-models-one-of-two/
PostgreSQL and RStudio: I know we match · LB,big-data,article,https://www.laylab.me/posts/creating-a-database-and-write-from-rstudio/
R-universe,publishing,article,https://r-universe.dev/help/
ggbernie • A ggplot2 geom for adding Bernie Sanders to ggplot2,visualisation,package,https://github.com/r-coderdotcom/ggbernie
rstudio::global(2021) %>% summarise() - Clare's Blog,visualisation,article,https://clarewest.github.io/blog/post/rstudio-global-2021-summarise/
trainr • An Interface to the National Rail Enquiries systems,models,package,https://github.com/villegar/trainr
altair • R interface to 'Altair',visualisation,package,https://github.com/vegawidget/altair
officeverse,visualisation,article,https://ardata-fr.github.io/officeverse/
What is a Good Test Set Size? – Win Vector LLC,models,article,https://win-vector.com/2021/01/20/what-is-a-good-test-set-size/
Introducing {wingspan} - data about the cards in the Wingspan boardgame - coolbutuseless,publishing,article,https://coolbutuseless.github.io/2021/01/18/introducing-wingspan-data-about-the-cards-in-the-wingspan-boardgame/
tidytrees • a package for a tidy representation of decision trees.,visualisation,package,https://github.com/bakaburg1/tidytrees
Bindings for Tabula PDF Table Extractor Library • rOpenSci: tabulizer,publishing,article,https://docs.ropensci.org/tabulizer/
Housing usually heats up in summer · Len Kiefer,visualisation,article,http://lenkiefer.com/2019/07/24/housing-usually-heats-up-in-summer/
resumer • Package for building resumes with R,visualisation,package,https://github.com/jaredlander/resumer
A High Contrast Theme for ggplot - Topfunky Blog,visualisation,article,https://topfunky.com/2021/ggplot-high-contrast-theme-gghighcontrast/
JuliaCall Update: Automated Julia Installation for R Packages - Stochastic Lifestyle,visualisation,article,https://www.stochasticlifestyle.com/juliacall-update-automated-julia-installation-for-r-packages/
Create a correlation matrix with GGally package in R – R Functions and Packages for Political Science Analysis,visualisation,article,https://rforpoliticalscience.com/2021/01/17/create-a-correlation-matrix-with-ggally-package-in-r/
Taras Kaduk: Print Personalized Street Maps Using R,spatial,article,https://taraskaduk.com/posts/2021-01-18-print-street-maps/
Analyzing Your Twitter Data | Paul Apivat,visualisation,article,https://paulapivat.com/post/twitter_analytics/
Noah - Unique Pseudonymous Animal Names in R • noah,publishing,article,https://teebusch.github.io/noah/
webservices • CRAN WebTechnologies Task View,visualisation,package,https://github.com/ropensci/webservices
The Mockup Blog: Reading tables from images with magick,visualisation,article,https://themockup.blog/posts/2021-01-18-reading-tables-from-images-with-magick/
Generating SQL with {dbplyr} and sqlfluff | Emily Riederer,big-data,article,https://emilyriederer.netlify.app/post/sql-generation/
chinchet • A geom for adding pushpins to ggplot2,visualisation,package,https://github.com/r-coderdotcom/chinchet
Max Rohde: Using gganimate with ggmap,spatial,article,https://maximilianrohde.com/posts/2021-01-06-gganimatemap/
Chapter 3 Data Visualisation | Data Skills for Reproducible Science,visualisation,article,https://psyteachr.github.io/msc-data-skills/ggplot.html
Discrete-Event Simulation for R • simmer | DES for R,publishing,article,https://r-simmer.org/index.html
Sentiment analysis of Nineteen-Eighty-Four: how gloomy is George Orwell’s dystopian novel? – R for Journalists,publishing,article,https://rforjournalists.com/2021/01/17/sentiment-analysis-of-nineteen-eighty-four-how-gloomy-is-orwell/
rOpenSci | Introducing BaseSet for mathematical sets,visualisation,article,https://ropensci.org/blog/2021/01/19/introducing-baseset/
Leaflet for R - Introduction,publishing,article,https://rstudio.github.io/leaflet/
Exploratory Data Analysis: what’s the point? – The Data Science Kernel,visualisation,article,https://thedatasciencekernel.com/2021/01/24/exploratory-data-analysis-whats-the-point/
DnD Exploratory Analysis using R. A comprehensive code-along guide to… | by Lina Berbesi | Towards Data Science,visualisation,article,https://towardsdatascience.com/dnd-exploratory-analysis-using-r-d13757b09768
How to randomly position points in a circle with R and ggplot,visualisation,article,https://martindevaux.com/2021/01/randomly-position-points-in-circle-r/
A Multi-Process dplyr Backend • multidplyr,models,article,https://multidplyr.tidyverse.org/
R 4 Beginners Chapter 5 - Data Transformation,spatial,article,https://education.arcus.chop.edu/r-4-beginners-chapter-5/
Introduction | into-the-tidyverse,statistics,article,https://jaeyoungson.com/into-the-tidyverse/
deviz • 🖱️ + ⌨️ tracking and visualization in R,visualisation,package,https://github.com/marcosci/deviz
qs • Quick serialization of R objects,visualisation,package,https://github.com/traversc/qs
Tidyverse design guide,visualisation,article,https://design.tidyverse.org/
bsplus • Shiny and R Markdown addons to Bootstrap 3,visualisation,package,https://github.com/ijlyttle/bsplus
countrycode • Convert country names and country codes. Assigns region descriptors.,visualisation,package,https://github.com/vincentarelbundock/countrycode
Transform List into Dataframe with tidyr and purrr | Henry Wang,visualisation,article,https://henrywang.nl/transform-list-into-dataframe-with-tidyr-and-purrr/
rstudio-global-2021-calendar • Build your talk calendar for rstudio::global(2021),visualisation,package,https://github.com/gadenbuie/rstudio-global-2021-calendar
survivoR | Data from the TV series in R - Daniel Oehm | Gradient Descending,visualisation,article,http://gradientdescending.com/survivor-data-from-the-tv-series-in-r/
Latex Equations From Model Objects the Equatiomatic Package | Ian T. Adams,publishing,article,https://ianadamsresearch.com/post/2021-01-18-latex-equations-from-model-objects-the-equatiomatic-package/
Read and Write Rectangular Text Data Quickly • vroom,publishing,article,https://vroom.r-lib.org/
spirals • Visualise data on artistic/aesthetic spirals,visualisation,package,https://github.com/cj-holmes/spirals
"Non-hierarchical edge bundling, flow maps and metro maps in R · David Schoch",visualisation,article,http://blog.schochastics.net/post/non-hierarchical-edge-bundling-in-r/
Matti Vuorre: How to calculate contrasts from a fitted brms model,visualisation,article,https://mvuorre.github.io/blog/posts/2020-02-06-how-to-calculate-contrasts-from-a-fitted-brms-model/
rstudio-global-2021-calendar • Materials to create a calendar file from the rstudio::global(2021) schedule online,visualisation,package,https://github.com/spcanelon/rstudio-global-2021-calendar
Announcing pagedreport,visualisation,article,https://rfortherestofus.com/2021/01/announcing-pagedreport/
Mike Mahoney: Model averaging methods: how and why to build ensemble models,models,article,https://www.mm218.dev/posts/2021/01/model-averaging/
Explore art media over time in the #TidyTuesday Tate collection dataset | Julia Silge,models,article,https://juliasilge.com/blog/tate-collection/
RStudio Release Notes - RStudio,publishing,article,https://rstudio.com/products/rstudio/release-notes/
lmeresampler • R package for resampling multilevel models,statistics,package,https://github.com/aloy/lmeresampler
"thematic • Theme ggplot2, lattice, and base graphics based on a few simple settings.",visualisation,package,https://github.com/rstudio/thematic
attempt • Tools for defensive programming in R,visualisation,package,https://github.com/colinfay/attempt
How to write a good statistical report for free (and make your boss happy). | by Valerio Vaccaro | Medium,visualisation,article,https://medium.com/@valerio.vaccaro/how-to-write-a-good-statistical-report-for-free-and-make-your-boss-happy-3a411e6423d
parkpal • Beautiful R color palettes inspired by the US National Parks,visualisation,package,https://github.com/sarahlotspeich/parkpal
